,Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
16447,2021-05-11 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16448,2021-05-11 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16449,2021-05-11 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16450,2021-05-11 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16451,2021-05-11 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16452,2021-05-11 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16453,2021-05-11 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16454,2021-05-11 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16455,2021-05-11 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16456,2021-05-11 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16457,2021-05-11 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16458,2021-05-11 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16459,2021-05-11 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16460,2021-05-11 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16461,2021-05-11 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16462,2021-05-11 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16463,2021-05-11 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16464,2021-05-11 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16465,2021-05-11 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16466,2021-05-11 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16467,2021-05-11 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16468,2021-05-11 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16469,2021-05-11 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16470,2021-05-11 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16471,2021-05-11 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16472,2021-05-11 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16473,2021-05-11 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16474,2021-05-11 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16475,2021-05-11 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16476,2021-05-11 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16477,2021-05-11 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16478,2021-05-11 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16479,2021-05-11 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16480,2021-05-11 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16481,2021-05-11 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16482,2021-05-11 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16483,2021-05-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16484,2021-05-12 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16485,2021-05-12 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16486,2021-05-12 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16487,2021-05-12 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16488,2021-05-12 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16489,2021-05-12 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16490,2021-05-12 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16491,2021-05-12 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16492,2021-05-12 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16493,2021-05-12 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16494,2021-05-12 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16495,2021-05-12 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16496,2021-05-12 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16497,2021-05-12 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16498,2021-05-12 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16499,2021-05-12 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16500,2021-05-12 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16501,2021-05-12 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16502,2021-05-12 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16503,2021-05-12 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16504,2021-05-12 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16505,2021-05-12 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16506,2021-05-12 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16507,2021-05-12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16508,2021-05-12 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16509,2021-05-12 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16510,2021-05-12 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16511,2021-05-12 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16512,2021-05-12 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16513,2021-05-12 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16514,2021-05-12 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16515,2021-05-12 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16516,2021-05-12 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16517,2021-05-12 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16518,2021-05-12 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16519,2021-05-12 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16520,2021-05-12 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16521,2021-05-12 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16522,2021-05-12 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16523,2021-05-12 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16524,2021-05-12 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16525,2021-05-12 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16526,2021-05-12 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16527,2021-05-12 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16528,2021-05-12 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16529,2021-05-12 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16530,2021-05-12 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16531,2021-05-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16532,2021-05-13 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16533,2021-05-13 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16534,2021-05-13 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16535,2021-05-13 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16536,2021-05-13 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16537,2021-05-13 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16538,2021-05-13 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16539,2021-05-13 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16540,2021-05-13 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16541,2021-05-13 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16542,2021-05-13 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16543,2021-05-13 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16544,2021-05-13 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16545,2021-05-13 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16546,2021-05-13 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16547,2021-05-13 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16548,2021-05-13 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16549,2021-05-13 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16550,2021-05-13 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16551,2021-05-13 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16552,2021-05-13 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16553,2021-05-13 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16554,2021-05-13 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16555,2021-05-13 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16556,2021-05-13 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16557,2021-05-13 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16558,2021-05-13 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16559,2021-05-13 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16560,2021-05-13 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16561,2021-05-13 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16562,2021-05-13 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16563,2021-05-13 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16564,2021-05-13 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16565,2021-05-13 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16566,2021-05-13 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16567,2021-05-13 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16568,2021-05-13 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16569,2021-05-13 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16570,2021-05-13 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16571,2021-05-13 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16572,2021-05-13 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16573,2021-05-13 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16574,2021-05-13 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16575,2021-05-13 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16576,2021-05-13 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16577,2021-05-13 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16578,2021-05-13 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16579,2021-05-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16580,2021-05-14 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16581,2021-05-14 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16582,2021-05-14 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16583,2021-05-14 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16584,2021-05-14 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16585,2021-05-14 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16586,2021-05-14 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16587,2021-05-14 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16588,2021-05-14 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16589,2021-05-14 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16590,2021-05-14 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16591,2021-05-14 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16592,2021-05-14 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16593,2021-05-14 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16594,2021-05-14 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16595,2021-05-14 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16596,2021-05-14 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16597,2021-05-14 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16598,2021-05-14 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16599,2021-05-14 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16600,2021-05-14 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16601,2021-05-14 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16602,2021-05-14 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16603,2021-05-14 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16604,2021-05-14 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16605,2021-05-14 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16606,2021-05-14 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16607,2021-05-14 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16608,2021-05-14 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16609,2021-05-14 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16610,2021-05-14 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16611,2021-05-14 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16612,2021-05-14 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16613,2021-05-14 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16614,2021-05-14 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16615,2021-05-14 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16616,2021-05-14 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16617,2021-05-14 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16618,2021-05-14 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16619,2021-05-14 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16620,2021-05-14 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16621,2021-05-14 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16622,2021-05-14 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16623,2021-05-14 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16624,2021-05-14 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16625,2021-05-14 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16626,2021-05-14 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16627,2021-05-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16628,2021-05-15 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16629,2021-05-15 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16630,2021-05-15 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16631,2021-05-15 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16632,2021-05-15 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16633,2021-05-15 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16634,2021-05-15 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16635,2021-05-15 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16636,2021-05-15 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16637,2021-05-15 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16638,2021-05-15 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16639,2021-05-15 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16640,2021-05-15 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16641,2021-05-15 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16642,2021-05-15 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16643,2021-05-15 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16644,2021-05-15 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16645,2021-05-15 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16646,2021-05-15 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16647,2021-05-15 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16648,2021-05-15 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16649,2021-05-15 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16650,2021-05-15 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16651,2021-05-15 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16652,2021-05-15 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16653,2021-05-15 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16654,2021-05-15 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16655,2021-05-15 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16656,2021-05-15 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16657,2021-05-15 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16658,2021-05-15 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16659,2021-05-15 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16660,2021-05-15 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16661,2021-05-15 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16662,2021-05-15 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16663,2021-05-15 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16664,2021-05-15 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16665,2021-05-15 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16666,2021-05-15 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16667,2021-05-15 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16668,2021-05-15 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16669,2021-05-15 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16670,2021-05-15 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16671,2021-05-15 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16672,2021-05-15 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16673,2021-05-15 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16674,2021-05-15 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16675,2021-05-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16676,2021-05-16 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16677,2021-05-16 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16678,2021-05-16 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16679,2021-05-16 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16680,2021-05-16 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16681,2021-05-16 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16682,2021-05-16 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16683,2021-05-16 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16684,2021-05-16 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16685,2021-05-16 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16686,2021-05-16 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16687,2021-05-16 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16688,2021-05-16 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16689,2021-05-16 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16690,2021-05-16 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16691,2021-05-16 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16692,2021-05-16 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16693,2021-05-16 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16694,2021-05-16 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16695,2021-05-16 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16696,2021-05-16 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16697,2021-05-16 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16698,2021-05-16 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16699,2021-05-16 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16700,2021-05-16 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16701,2021-05-16 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16702,2021-05-16 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16703,2021-05-16 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16704,2021-05-16 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16705,2021-05-16 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16706,2021-05-16 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16707,2021-05-16 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16708,2021-05-16 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16709,2021-05-16 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16710,2021-05-16 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16711,2021-05-16 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16712,2021-05-16 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16713,2021-05-16 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16714,2021-05-16 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16715,2021-05-16 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16716,2021-05-16 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16717,2021-05-16 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16718,2021-05-16 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16719,2021-05-16 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16720,2021-05-16 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16721,2021-05-16 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16722,2021-05-16 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16723,2021-05-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16724,2021-05-17 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16725,2021-05-17 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16726,2021-05-17 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16727,2021-05-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16728,2021-05-17 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16729,2021-05-17 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16730,2021-05-17 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16731,2021-05-17 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16732,2021-05-17 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16733,2021-05-17 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16734,2021-05-17 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16735,2021-05-17 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16736,2021-05-17 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16737,2021-05-17 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16738,2021-05-17 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16739,2021-05-17 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16740,2021-05-17 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16741,2021-05-17 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16742,2021-05-17 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16743,2021-05-17 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16744,2021-05-17 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16745,2021-05-17 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16746,2021-05-17 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16747,2021-05-17 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16748,2021-05-17 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16749,2021-05-17 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16750,2021-05-17 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16751,2021-05-17 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16752,2021-05-17 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16753,2021-05-17 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16754,2021-05-17 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16755,2021-05-17 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16756,2021-05-17 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16757,2021-05-17 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16758,2021-05-17 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16759,2021-05-17 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16760,2021-05-17 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16761,2021-05-17 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16762,2021-05-17 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16763,2021-05-17 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16764,2021-05-17 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16765,2021-05-17 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16766,2021-05-17 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16767,2021-05-17 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16768,2021-05-17 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16769,2021-05-17 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16770,2021-05-17 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16771,2021-05-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16772,2021-05-18 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16773,2021-05-18 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16774,2021-05-18 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16775,2021-05-18 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16776,2021-05-18 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16777,2021-05-18 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16778,2021-05-18 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
